source;translation;type;module;status;customer
"Failed to change status for selected affiliate(s)";"Nu a reusit sa schimbe statutul de afiliat selectat";S;;T;N
"Failed to send signup confirmation email";"Nu a reusit sa trimita e-mailul cu confirmarea de Inscriere";S;merchant;T;N
"Signup confirmation email successfully sent";"Confirmarea de inscriere a fost trimisa cu succes pe e-mail";S;merchant;T;N
"Failed to send new password request email";"Nu a reusit sa trimita o noua parola. Solicitati e-mail";S;merchant;T;N
"New password request email successfully sent";"Solicitarea parolei noi. E-mail trimis cu succes";S;merchant;T;N
"IN PROGRESS";"In progres";S;;T;N
"No available theme";"Nu este disponibila nicio tema";S;;T;N
"Installing Templates";"Instalarea sabloanelor";S;;T;N
"Error during creating account directory %s (%s). Please delete it and try again.";"Eroare in timpul crearii contului directorului %s (%s). Sterge-l sau incearca din nou";S;;T;N
"Memory limit is %s bytes";"Limita memoriei este %s octeti";S;;T;N
"Could not create file inside %s directory";"Nu se poate crea fisierul in cadrul directorului %s";S;;T;N
"Updated to version %s-%s";"Actualizati versiunea %s-%s";S;;T;N
"Plugin %s not found";"Plugin-ul %s nu a fost gÄsit";S;;T;N
"%s does not exist";"%s nu exista";S;;T;N
"%s saved";"%s salvate";S;;T;N
"%s was successfuly added";"%s a fost adaugat cu succes";S;;T;N
"Row";"RĂ˘nd";S;;T;N
"Failed to delete %s %s(s)";"Nu ati reuĹźit sÄ ĹźtergeĹŁi %s %s (s)";S;;T;N
"%s %s(s) successfully deleted";"%s %s (s) s fost Ĺźters cu succes";S;;T;N
"CPM commissions not defined in campaign %s";"comisioanele CPM nu au fost definite Ă®n campanie %s ";S;;T;N
"Maximum Referal ID length";"Lungimea maximÄ a referintei de ID";S;;T;N
"Maximum length must be between 0 and 20";"Lungimea maximÄ trebuie sÄ fie Ă®ntre 0 Ĺźi 20";S;;T;N
"Ip address %s is not in geoip database.";"adresa de IP %s nu este Ă®n baza de date GeoIP.";S;;T;N
"Google maps key saved";"Cheia hartii de pe google salvata";S;;T;N
"Sale counts";"Vanzarea conteazÄ";B;;T;N
"CTR (raw / unique)";"CTR-ul (prim / unic)";B;;T;N
"Set up Terms & conditions for your affiliate program";"Configurarea Termenilor si conditiilor pentru programul dvs. de afiliat";S;merchant;T;N
"After signup";"DupÄ Ă®nscriere";S;merchant;T;N
"What to do after signup?";"Ce sÄ fac dupÄ Ă®nscriere?";S;merchant;T;N
"You need to restart application after branding is changed";"Ai nevoie de a reporni aplicatia dupÄ aplicarea de branding este schimbata";S;merchant;T;N
"URL to Affiliate Panel:";"URL-ul panoul de afiliere:";S;merchant;T;N
"URL to Affiliate mini site:";"URL-ul mini site-ului de afiliere:";S;merchant;T;N
"Note that informational mini site is optional, the files don't need to be there";"ReĹŁineĹŁi cÄ site-ul mini-informational este opĹŁional, fiĹźierele nu trebuie sÄ fie acolo";S;merchant;T;N
"Design & Contents settings";"Setarile Designului & Continutului";B;merchant;T;N
"Plugin settings";"SetÄrile plagin-ului";S;;T;N
"URL to Signup Form:";"URL-ul pentru Ă®nscriere Form:";S;merchant;T;N
"Note! Using HTML signup form instead of standard signup form is advisable only on special circumstances, this form does not use advanced checking that is implemented in normal signup form.";"Nota! Folosinf cererea de inscriere HTML in locul cererii de inscriere standard este recomandabilnumai in unele circumstante, aceasta cerere nu foloseste controlul avansat care este implementat in cererea de inscriere normala.";S;merchant;T;N
"Signup Form HTML";"Formularul de inscriere HTML";S;merchant;T;N
"Copy and paste the code below to your web page";"CopiaĹŁi codul de mai jos in pagina dvs. de web";S;merchant;T;N
"Integration method";"Metoda de integrare";S;merchant;T;N
"To setup tracking of sales choose one of the integration methods below.";"Pentru a configura urmÄrirea vĂ˘nzÄrilor alege una dintre metodele de integrare de mai jos.";S;merchant;T;N
"Use secure connection";"UtilizaĹŁi conexiunea sigurÄ";S;merchant;T;N
"Integration steps";"PaĹźii integrarii";S;merchant;T;N
"Logo and program name";"Logo-ul Ĺźi numele programului";S;merchant;T;N
"You can change the logo and name of the program. The logo appears in Affiliate panel and in Signup Form.";"PuteĹŁi schimba logo-ul Ĺźi numele programului. Logo-ul apare Ă®n panoul de afiliere Ĺźi Ă®n formularul de Ă®nscriere.";S;merchant;T;N
"Payee info";"Informatii despre beneficiar";B;merchant;T;N
"The template of your Signup Form defines the form, sections and fields.";"Ĺžablonul formularului de inscriere defineĹźte forma, secĹŁiunile Ĺźi cĂ˘mpurile.";S;merchant;T;N
"Source message has to be exactly same as you have text e.g. in your mail";"Sursa mesajului trebuie sÄ fie exact ce aveti in mail ca exemplu";S;;T;N
"Geo Location";"Locatia geo";S;;T;N
"Copy & Paste the text above to your email editor";"Copiati textul de mai sus in editorul de email";C;affiliate;T;N
"Show TEXT version";"AratÄ versiunea TEXT";C;affiliate;T;N
"Checking for new version...";"Verificarea pentru noua versiune ...";C;merchant;T;N
"You are running latest version.";"Rulati ultima versiune.";C;merchant;T;N
"Latest version %s is available for download.";"Ultima versiunea %s este disponibila pentru descÄrcare.";C;merchant;T;N
"Branding text";"Branding text";C;;N;N
"Send signup confirmation email";"Trimite un e-mail de confirmare";C;merchant;T;N
"Send new password request email";"Trimite parola nouÄ pe e-mail";C;merchant;T;N
"BannersLinksFormatDescription";"PuteĹŁi defini formatele particularizate pentru a genera unele tipuri de reclame";C;merchant;T;N
"CurrencyDescription";"moneda implicitÄ a sistemului de afiliere";C;merchant;T;N
"LanguagesDescription";"Administreaza limbajele, traducerile Ĺźi formatul datei / timpului";C;;T;N
"LoggingDescription";"VÄ permite sÄ selectaĹŁi nivelul de logare pentru sistem Ĺźi sa depanati acĹŁiunile sistemului.";C;merchant;T;N
"ProxyServerConfigDescription";"DacÄ serverul dvs. este Ă®n spatele unui server proxy, puteĹŁi defini aici. AceastÄ setare nu este necesara, puteĹŁi Ă®ncerca sÄ o setaĹŁi numai dacÄ aveĹŁi probleme cu preluarea gadget-urilor.";C;;T;N
"EmailTemplatesDescription";"Editati sablonul pentru toate email-urile trimise automat de catre sistem";C;;T;N
"Mail Account";"Contul de mail";C;;T;N
"MailAccountDescription";"Configurati contul de mail care va fi folosit pentru trimiterea de email-uri de catre sistemul";C;;T;N
"CookiesSettingsDescription";"ConfiguraĹŁi politica de confidenĹŁialitate a cookie-urilor, domeniul, precum Ĺźi modul de suprascriere s cookie-urilor";C;merchant;T;N
"FraudProtectionDescription";"Frauda de protecĹŁie se poate ocupa Ă®n mod automat detranzactiile repetate sau frauduloase (clicuri, comenzi, vĂ˘nzÄri), care provin de la aceeaĹźi adresÄ de IP sau cu acelaĹźi ID comandÄ. <br/>
Tranzactiile repetate pot apÄrea, de exemplu, atunci cĂ˘nd clientul reĂ®mprospÄteazÄ ""confirmarea comenzii"", astfel Ă®ncĂ˘t este recomandat sa filtrezi sau sa declini ordinele  duplicate cu acelaĹźi ID de comandÄ.";C;merchant;T;N
"Payouts Balance";"Balanta platilor";C;merchant;T;N
"PayoutsBalanceDescription";"PuteĹŁi defini soldurile minime de platÄ pentru afiliati - este echilibrul care va fi utilizat ca limita minimÄ pentru trimiterea comisioanelor cĂ˘Ĺźtigate";C;merchant;T;N
"PayoutOptionsDescription";"Defini opĹŁiunile de platÄ (PayPal, Check, Moneybookers etc) aici. Sistemul nostru flexibil vÄ permite sÄ definiĹŁi orice opĹŁiune de platÄ ";C;merchant;T;N
"InvoiceFormatDescription";"Definiti formatul facturii Ă®n cazul Ă®n care facturile trebuie sÄ fie generate automat pentru filialele";C;merchant;T;N
"VATHandlingDescription";"DefiniĹŁi modul in care sÄ se ocupe de TVA-ul pentru comisioane, modul Ă®n care aceasta ar trebui sÄ fie calculat, ceea ce este rata de TVA Ĺźi formatul facturii cu TVA <br/> important pentru pentru clienĹŁii Uniunii Europene";C;merchant;T;N
"ConfigurationOverviewDesc";"";C;merchant;N;N
"Cookie domain";"Domeniul Cookie-ului";C;merchant;T;N
"The domain that the cookie is available. To make the cookie available on all subdomains of example.com then you'd set it to '.example.com'. The . is not required but makes it compatible with more browsers. Setting it to www.example.com will make the cookie only available in the www subdomain.";"Domeniu in care cookie-ul este disponibil. Pentru a face cookie-ul disponibil pentru toate subdomeniile ca example.com trebuie sa setezi ""Example.com"". Nu este necesar, dar Ă®l face compatibil cu mai multe browsere. Setandu-l ca www.example.com va face cookie-ul disponibil doar Ă®n subdomeniu www.";C;merchant;T;N
"Customize Logo";"Personaliza logo-ul";C;merchant;T;N
"Edit availablevalues";"Editeaza valorile disponibile";C;merchant;T;N
"TextBox";"TextBox";C;;N;N
"HTML form";"Forma HTML ";C;merchant;T;N
"Template of Signup Form is missing some mandatory fields. You have to add mandatory fields to this template. Otherwise signup form will not work";"Ĺžablonului formularului de Ă®nscriere ii lipsesc unele cĂ˘mpuri obligatorii. Trebuie sÄ adÄugaĹŁi cĂ˘mpurile obligatorii la acest Ĺźablon. ĂŽn caz contrar, formularul de Ă®nscriere nu va funcĹŁiona";C;merchant;T;N
"Action after signup";"AcĹŁiunea dupÄ Ă®nscriere";C;;T;N
"Set if the affiliate should be approved automatically, or left in pending state for manual approval by merchant.";"DacÄ este afiliat ar trebui sÄ fie aprobat Ă®n mod automat, sau in stare de aĹźteptare pentru aprobarea manuala a comerciantului.";C;merchant;T;N
"Check if you want to include payout options in the signup form";"VerificaĹŁi dacÄ doriĹŁi sÄ includ opĹŁiunile de platÄ Ă®n formularul de Ă®nscriere";C;merchant;T;N
"No integration method selected. Please select integration method from list.";"Nici o metodÄ de integrare selectata. Selectati metoda integrÄrii din lista.";C;merchant;T;N
"IntegrationMethodsDescription";"VÄ rugÄm sÄ selectaĹŁi metoda de integrare pentru sistemul in care doriĹŁi sÄ utilizaĹŁi integrarea. DacÄ nu puteĹŁi gÄsi metoda integrÄrii corespunzÄtoare, alegeĹŁi general metoda integrÄrii. DacÄ merge sistemul dvs., vÄ rugÄm sÄ ne contactaĹŁi pentru metoda de integrare a sistemului dumneavoastrÄ.";C;merchant;T;N
"Unknown commission type";"Comisia de tip necunoscut";C;;T;N
"Referral_ID_signup_Help";"Sesizarea ID-ul poate fi lunga de 20 de caractere Ĺźi va fi utilizatÄ Ă®n link-urile afiliate.";C;;T;N
"Plugin Configuration";"Configurarea plugin-ului";C;;T;N
"Configure";"Configurare";C;;T;N
"Refresh grid";"Actualizare grila";C;;T;N
"Add custom translation";"Adauga traducerile personalizat";C;;T;N
"Load IP details";"Detaliile IP-ului de Ă®ncÄrcare";C;;T;N
"Screen %s is in menu and thus can not be deleted";"Ecranul %s este Ă®n meniu Ĺźi, prin urmare, nu poate fi Ĺźters";S;affiliate;T;N
"Referral ID can contain only [a-zA-Z0-9_-] characters";"Sesizarea ID-ului poate sÄ conĹŁinÄ numai [a-zA-Z0-9_-] caractere";B;;T;N
"Affiliate screen successfully deleted";"Ecranul de afiliere Ĺźters cu succes";S;merchant;T;N
"Error changing default country";"Eroare in schimbarea ĹŁarii implicite";S;;T;N
"Default country changed";"Tara implicita schimbata";S;;T;N
"Column %s contains unallowed characters";"Columna %s conĹŁine caractere nepermise";S;;T;N
"Could not backup changed theme resource file %s (%s)";"Nu se poate schimba tema resurselor fiĹźierul %s (%s)";S;;T;N
"Could not install new theme resource (%s) file.  Make sure that file is writable by webserver.";"Nu ssa putut instala noua tema de resurse (%s) a fiĹźierului. AsiguraĹŁi-vÄ cÄ fiĹźierul se poate scrie de cÄtre server.";S;;T;N
"Common templates";"Sabloane comune";S;;T;N
"Common template can not be deleted";"Sabloanele comune nu pot fi Ĺźterse";S;;T;N
"File deleted";"Dosar sters";S;;T;N
"File can not be deleted";"FiĹźierul nu poate fi Ĺźters";S;;T;N
"File added";"FiĹźier adÄugat";S;;T;N
"Commission overview";"Privire de ansamblua comisionului";S;;T;N
"Count of affiliates";"Socoteala afiliatilor";B;;T;N
"Admin Account Info";"Informatia contului admin-ului";S;;T;N
"Database Info";"Informatii despre baza de date";S;;T;N
"Add affiliate to group";"Adauga afiliatul grupului";B;;T;N
"You can modify affiliate menu by dragging it's items.";"AveĹŁi posibilitatea sÄ modificaĹŁi meniul afiliat prin glisarea elementelor.";S;merchant;T;N
"Items can be removed by dragging to Trash";"Elemente pot fi eliminate tragandu-le in coĹźul de gunoi";S;merchant;T;N
"Here you can see list of all screens available in merchant panel";"Aici puteĹŁi vedea lista cu toate ecranele disponibile Ă®n panoul de comerciant";S;merchant;T;N
"Custom pages";"Pagini customizate";S;merchant;T;N
"Predefined pages";"Pagini predefinite";S;merchant;T;N
"Url page settings";"SetÄrile URL-ului";S;merchant;T;N
"Affiliate link: http://www.example..";"Link-ul de afiliere: http://www.example";S;merchant;T;N
"All Commisions";"Toate comisioanele";S;merchant;T;N
"Countries";"Ĺ˘Äri";S;merchant;T;N
"Start with Post Affiliate";"ĂŽncepeĹŁi cu Post Afiliatul";S;merchant;T;N
"Main Integration Steps";"MÄsurile principalele de integrare";B;merchant;T;N
"Advanced";"Avansat";B;merchant;T;N
"Edit url page";"EditaĹŁi URL-ul paginii";C;affiliate;T;N
"Show banners with stats only";"Arata bannerele cu statusuri";C;affiliate;T;N
"Integrate with your web page & shop";"Integrati-va cu pagina de web & magazinul";C;merchant;T;N
"Menu & screens";"Meniul & ecranele";C;merchant;T;N
"Customize design";"PersonalizaĹŁi design-ul";C;merchant;T;N
"Change logo";"Schimbarea logo-ului";C;merchant;T;N
"Edit menu";"Editarea meniului";C;merchant;T;N
"Edit header";"Editarea antetului";C;merchant;T;N
"Edit footer";"Editarea subsolului";C;merchant;T;N
"Edit %s";"Editarea %s";C;merchant;T;N
"Add to menu";"Adauga la meniul";C;merchant;T;N
"Are you sure you want to delete this page?";"SunteĹŁi sigur cÄ vreti sÄ ĹźtergeĹŁi aceastÄ paginÄ?";C;merchant;T;N
"Add new custom page";"Adauga pagini noi personalizate";C;merchant;T;N
"Add new url page";"Adauga URL-ul paginii noi";C;merchant;T;N
"Affiliate panel screens";"Ecranele panoului de afiliere";C;merchant;T;N
"Edit signup form";"Editarea formularului de Ă®nscriere";C;merchant;T;N
"Are you sure to delete selected affiliate from this commission group?";"Sunteti sigur ca vreti sa Ĺźtergeti afiliatul selectat din acest grup de comisioane?";C;affiliate;T;N
"Edit commission group";"Editarea grupului de comisioane";C;;T;N
"Add commission group";"Adauga grupul de comisioane";C;;T;N
"Are you sure to delete selected commission group?";"Sunteti sigur cÄ vreti sa Ĺźtergeti grupul de comisioane selectat?";C;;T;N
"Commission groups";"Commission groups";C;;N;N
"Available countries";"Ĺ˘Äri disponibile";C;;T;N
"Enter valid %s";"IntroduceĹŁi %s valid";B;;T;N
"Retry Update";"ReĂ®ncercaĹŁi actualizarea";C;;T;N
"Start Update";"Incepeti actualizarea";C;;T;N
"Are you sure you want to delete selected file?";"Sunteti sigur ca vreti sa stergeti fisierul selectat?";C;;T;N
"File from common templates is used";"Fisierul sabloanelor comune este folosit";C;;T;N
"Create specific file for this theme";"CreaĹŁi fiĹźiere specifice pentru aceastÄ temÄ";C;;T;N
"Edit this file";"Modificati acest fiĹźier";C;;T;N
"Delete this file";"Ĺžtergeti acest fiĹźier";C;;T;N
"Failed to invite %s %s";"Nu a reuĹźit sÄ invite %s %s";S;;T;N
"%s %s successfully invited";"%s %s invitat cu succes";S;;T;N
"%s successfully add";"%s adaugat cu succes";S;;T;N
"user(s) in commission group";"utilizatorul din grupul de comisioane";S;;T;N
"Admin";"Administratorul";S;merchant;T;N
"Could not delete logged %s";"Nu am putut Ĺźterge utilizatorul %s";S;merchant;T;N
"Private campaign";"Campania privata";S;;T;N
"Copying file";"Copierea fiĹźierului";S;;T;N
"Error during application update (%s)";"Eroare Ă®n timpul actualizÄrii cererii (%s)";S;;T;N
"Could not open csv file.";"Nu pot deschide fisierul CSV.";S;;T;N
"Failed to create new language: %s";"Nu a reuĹźit sÄ creeze noua limba: %s";S;;T;N
"Application meta description";"Descrierea aplicatiei meta";S;;T;N
"GwtPHP Framework Application, Gwt, PHP";"GwtPHP Cerere-cadru, GwT, PHP";S;;T;N
"Maintenance Mode: Update in progress. Please run installer to finish update.";"Mod de Ă®ntreĹŁinere: Actualizarea Ă®n curs. VÄ rugÄm sÄ rulati programului de instalare pentru a termina actualizarea.";S;;T;N
"Maintenance Mode: Install in progress";"Mod de Ă®ntreĹŁinere: Instalarea Ă®n curs";S;;T;N
"Please select the language to use during the Post Affiliate Pro installation steps";"VÄ rugÄm sÄ selectaĹŁi limba pentru utilizarea Ă®n timpul instalÄrii Post Pro Afiliere";S;;T;N
"Product of";"Produsul";S;merchant;T;N
"Features";"Caracteristicile";B;;T;N
"SIGNUP FORM FIELDS";"Domeniile cererii de inscriere";S;merchant;T;N
"Get More Plugins";"ObĹŁineĹŁi mai multe plugin-uri";S;;T;N
"You can find additional plugins for your site in our plugin directory on page";"PuteĹŁi gÄsi plugin-uri suplimentare pentru site-ul dvs. Ă®n directorul de plugin-uri de pe pagina noastra";S;;T;N
"To install a plugin you generally just need to extract and upload the plugin file into your /plugins directory. Once a plugin is uploaded, you may activate it below.";"Pentru a instala un plugin, Ă®n general, trebuie doar sÄ extrageti Ĺźi sa Ă®ncarcati fiĹźierul de plugin din directorul de plagin-uri. OdatÄ ce un plugin este Ă®ncÄrcat, puteĹŁi sa-l activati de mai jos.";S;;T;N
"Uploaded, but inactive plugins";"ĂŽncÄrcate, dar plugin-uri inactive";S;;T;N
"Campaign is Active";"Campania este activÄ";C;affiliate;T;N
"Campaign is paused (visible)";"Campania este Ă®ntrerupta (vizibila)";C;affiliate;T;N
"Campaign is stopped (invisible)";"Campania este oprita (invizibila)";C;affiliate;T;N
"Campaign is active, not running";"Campania este activÄ, nu ruleazÄ";C;affiliate;T;N
"No banners";"FÄrÄ bannere";C;affiliate;T;N
"Are you sure to delete selected merchant?";"Sunteti sigur cÄ vreti sa Ĺźtergeti comerciantii selectati?";C;merchant;T;N
"You are approved";"Aprobate";C;affiliate;T;N
"You are waiting for approval";"In aĹźteptare pentru aprobare";C;affiliate;T;N
"You are declined";"Neaprobate";C;affiliate;T;N
"Apply for this campaign";"AplicaĹŁi pentru aceastÄ campanie";C;affiliate;T;N
"Invite to campaign";"InvitaĹŁi la campanie";C;;T;N
"Are you sure you want to invite selected affiliate(s) to this campaign?";"SunteĹŁi sigur cÄ doriĹŁi sÄ invitati afiliatii selectati in aceastÄ campanie?";C;;T;N
"If you deactivate this feature, all campaigns are change to public. Are you sure you want to deactivate this feature?";"DacÄ dezactivaĹŁi aceastÄ caracteristicÄ, toate campaniile sunt schimbate catre public. SunteĹŁi sigur cÄ vreti sÄ dezactivaĹŁi aceastÄ facilitate?";B;merchant;T;N
"Are you sure you want to activate this feature?";"SunteĹŁi sigur cÄ doriĹŁi sÄ activaĹŁi aceastÄ facilitate?";B;;T;N
"Affiliates in campaign";"Afiliatii in campanie";C;;T;N
"Public - visible to all";"Public - vizibile pentru toĹŁi";B;;T;N
"Public - with manual approval";"Publice - cu aprobarea manualÄ";B;;T;N
"Your license has changed. Restart is needed. Do you want to restart now?";"Licenta s-a schimbat. Restart-ul este necesar. Vreti sa reporniti acum?";C;;T;N
"Error refreshing license (%s).";"Eroare in reincarcarea licentei (%s).";C;;T;N
"Restart of application is needed. Do you want to restart now?";"Restartul aplicatiei este necesar. Vreti sa reporniti acum?";C;;T;N
"FeaturesDescription";"Caracteristicile sunt extensii care pot fi activate sau dezactivate. Licenta dumneavoastrÄ vÄ acordÄ activarea gratuita anumitor proprietati, iar unele dintre ele trebuie sa le comandati (taxÄ) Ă®nainte sa le activa.";C;;T;N
"Parent_Affiliate_signup_Help";"Sursa afiliatului este cea care ti-a spus despre acest program";C;;T;N
"Your license does not allow activation of this feature.";"Licenta nu vÄ permite activarea acestei funcĹŁii.";C;;T;N
"Are you sure you want to deactivate this feature?";"SunteĹŁi sigur cÄ vreti sÄ dezactivaĹŁi aceastÄ facilitate?";B;;T;N
"Finance";"FinanĹŁe";C;;T;N
"Action code must be unique in campaign";"Codul acĹŁiunii trebuie sÄ fie unic Ă®n campanie";S;;T;N
"Action name must be unique in campaign";"Numele acĹŁiunii trebuie sÄ fie unic Ă®n campanie ";S;;T;N
"User is also in this or other commission group for this campaign";"Utilizatorul este Ă®n acest grup de comision pentru aceastÄ campanie";S;;T;N
"Missing campaign id";"Lipseste id-ul de campanie";S;;T;N
"Menu entry with %s already exists";"Meniu de intrare cu %s existÄ deja";S;;T;N
"Lifetime commissions";"Durata de viaĹŁÄ a comisioanelor";S;;T;N
"Add per action commission";"Adauga pe acĹŁiune comisioane";C;;T;N
"Action name";"Numele acĹŁiunii";B;;T;N
"Action code";"AcĹŁiunea codul";B;;T;N
"IntegrationActionHelp";"Cu acest parametru puteti seta care comisionul va fi salvat.";C;;T;N
"not specified";"nu este specificat";C;merchant;T;N
"IntegrationAffiliateHelp";"Cu acest parametru puteĹŁi forĹŁa sÄ se Ă®nregistreze la acest comision de afiliere";C;merchant;T;N
"IntegrationCampaignHelp";"Cu acest parametru puteĹŁi forĹŁa sÄ se Ă®nregistreze comisionul folosind aceastÄ campanie";C;merchant;T;N
"IntegrationStatusHelp";"Cu acest parametru puteti forta sa se seteze statusul pentru acest comision.";C;merchant;T;N
"IntegrationCommissionHelp";"Valoarea comisioanelor personalizate. PuteĹŁi forĹŁa sa folositi aceasta valoare a comisioanelor in locul celor stabilite Ă®n campanie. DacÄ aĹŁi pus % Ă®n faĹŁa numÄrului, comisionul va fi calculat ca procent";C;merchant;T;N
"Sales/Leads Tracking";"VĂ˘nzÄri / Comenzi de urmÄrire";C;merchant;T;N
"Data %s";"Data %s";C;merchant;N;N
"%s - tier";"Nivelul - %s";C;merchant;T;N
"Drag this icon to QuickLaunch";"TrageĹŁi aceastÄ pictogramÄ in QuickLaunch";C;;T;N
"Add to Quick Launch";"Adaugati in Quick Launch";C;;T;N
"Show advanced tracking options";"AratÄ opĹŁiunile avansate de urmÄrire";C;merchant;T;N
"Hide advanced tracking options";"Ascunde opĹŁiunile avansate de urmÄrire";C;merchant;T;N
"Rotator banner can not contain same banner twice";"Bannerul rotator nu poate conĹŁine de douÄ ori acelaĹźi banner";S;;T;N
"Rule";"RegulÄ";S;;T;N
"Campaign id is missing";"Id-ul campaniei lipseĹźte";S;;T;N
"You cannot migrate data to already existing installation";"Nu puteĹŁi migra date la instalarea deja existenta";S;;T;N
"Failed to load file info";"Nu am putut Ă®ncÄrca informatia fiĹźierului";S;;T;N
"Failed to delete file. File doesn't exist in database.";"Nu a reuĹźit sÄ Ĺźtearga fiĹźierul. Fisierul nu exista in baza de date.";S;;T;N
"Failed to delete file from database.";"Nu ati reuĹźit sÄ ĹźtergeĹŁi fiĹźierul din baza de date.";S;;T;N
"Required plugin %s is not active";"Plugin-ul necesar %s  nu este activ";S;;T;N
"Required plugin %s has to be in version %s or higher";"Plugin-ul necesar %s  trebuie sÄ fie Ă®n versiunea %s sau mai mare";S;;T;N
"Banner Parameters";"Parametrii bannerului";S;merchant;T;N
"Conditions";"Conditii";S;merchant;T;N
"If";"Daca";S;merchant;T;N
"that are";"care sunt";B;merchant;T;N
"then";"apoi";B;merchant;T;N
"Performance rewards";"Recompensa performantei";B;;T;N
"Are you sure to delete selected rule?";"Sunteti sigur cÄ vreti sa stergeti regula selectata?";C;;T;N
"Add rule";"Adauga regula";C;;T;N
"Actual month";"Lunile actuale";B;;T;N
"Actual year";"Anii actuali";B;;T;N
"All unpaid commissions";"Toate comisioanele neplÄtite";B;;T;N
"Last week";"SÄptÄmĂ˘na trecutÄ";B;;T;N
"Last two weeks";"Ultimele douÄ sÄptÄmĂ˘ni";B;;T;N
"Since day of last month";"Din ziua ultimei luni";B;;T;N
"Approved or Pending";"Aprobate sau Ă®n aĹźteptare";B;;T;N
"Edit rule";"Editarea regulei";C;;T;N
"Rule number";"Numarul regulei";C;;T;N
"BannerStatisticsHeader";"Statisticile bannerului";C;merchant;T;N
"BannerStatisticsDescription";"Verifica performanta acestui banner pentru impresii, clicuri, vĂ˘nzari sau comisioane. Mai jos aveĹŁi diagrama rezumata pentru diferite perioade.";C;merchant;T;N
"Original currency code";"Codul monedei originale";S;;T;N
"Error while saving commission: %s";"Eroare la salvarea comisionului: %s";S;merchant;T;N
"Error while adding commission: %s";"Eroare Ă®n timp ce adÄugati comisionul: %s";S;merchant;T;N
"Commissions added successfuly";"Comisioane adÄugate cu succes";S;merchant;T;N
"User roles privileges";"Privilegiile rolului de utilizator";B;;T;N
"Default role can not be deleted!";"Rolul implicit nu poate fi Ĺźters!";S;;T;N
"Commission type settings";"SetÄrile tipurilor de comisioane";S;merchant;T;N
"Multiple currencies";"Mai multe valute";S;;T;N
"Recurring Commissions";"Comisioanele recurente";B;;T;N
"Role will be copied into new role with all privileges of original role.";"Rolul va fi copiat Ă®n noul rol cu toate privilegiile rolului iniĹŁial.";S;;T;N
"Extra bonus";"Extra bonus";C;;N;N
"Action commission";"Actiunea comisioanelor";C;;T;N
"ActionCommissionDescription";"Proprietatea comisioanelor de actiune permite sÄ definiĹŁi pentru fiecare acĹŁiune, sau pe ""orice"" comisioane.";C;;T;N
"Cpm commission";"Cpm comision";C;;T;N
"CpmCommissionDescription";"CpmCommissionDescription";C;;N;N
"Are you sure you want to delete selected currency";"SunteĹŁi sigur cÄ vreti sÄ ĹźtergeĹŁi moneda selectata";C;;T;N
"Recurrence";"Repetare";B;;T;N
"Click commission";"FaceĹŁi clic pe comision";C;merchant;T;N
"ClickCommissionDescription";"Definiti structura comisioanelor cu clic";C;merchant;T;N
"Sale commission";"Vanzarea comisionului";C;merchant;T;N
"SaleCommissionDescription";"DefiniĹŁi tipul comisionului de vĂ˘nzare Ĺźi structura comisioanelor";C;merchant;T;N
"Name of new role";"Numele noului rol";C;;T;N
"Copy of ";"Copie";C;;T;N
"Create new role";"CreaĹŁi un nou rol";C;;T;N
"Delete Role";"ĹžtergeĹŁi Rolul";C;;T;N
"Copy Role";"Copiati Rolul";C;;T;N
"Copy User Role";"Copiati rolul utilizatorului";C;;T;N
"Privileges";"Privilegii";C;;T;N
"Users";"Utilizatori";C;;T;N
"Are you sure you want to delete role %s ?";"SunteĹŁi sigur cÄ vreti sÄ ĹźtergeĹŁi rolul %s?";C;;T;N
"Example SubId link";"Exemplu SubId link";S;affiliate;T;N
"Loading application";"Se incarca cererea";S;;T;N
"New password link";"Noua parola a link-ului";S;;T;N
"here";"aici";S;affiliate;T;N
"Web Url";"Url-ul ";B;merchant;T;N
"Company name";"Numele companiei";B;;T;N
"State";"Starea";B;merchant;T;N
"Zipcode";"Cod postal";B;merchant;T;N
"Phone";"Telefon";B;merchant;T;N
"Fax";"Fax";B;merchant;N;N
"Unused";"Nefolosit";B;;T;N
"ICQ";"ICQ";B;merchant;N;N
"MSN Messenger";"MSN Messenger";B;merchant;N;N
"Skype";"Skype";B;merchant;N;N
"Yahoo Messenger";"Yahoo Messenger";B;merchant;N;N
"Google talk";"Google talk";B;merchant;N;N
"Contact email";"Contactul email-ului";B;merchant;T;N
"<strong>Welcome to our affiliate program</strong><br/><br/>Use the menu to navigate through your panel.<br/>The <strong>Promotion</strong> menu contains campaigns, banners and other tools to help you in promotion.<br/>In <strong>Reports</strong> you can run various reports showing you the results - traffic sent by you, commissions you earned and so on.<br/><br/>";"<strong> Bine ati venit la programul nostru de afiliere </ strong> <br/> <br/> Folositi meniul pentru a naviga prin panoul dumneavoastrÄ. <br/> <strong> Promovare </strong> meniul conĹŁine campanii, bannere Ĺźi alte instrumente pentru a vÄ ajuta Ă®n promovare. <br/> ĂŽn <strong> Rapoarte </ strong> puteĹŁi rula diverse rapoarte care vÄ aratÄ rezultatele - traficul trimis de tine, comisioanele cĂ˘Ĺźtigate Ĺźi aĹźa mai departe <br/> <br/>.";B;;T;N
"PayPal Email";"PayPal e-mail";B;;T;N
"Payable to";"De plÄtit";B;;T;N
