source;translation;type;module;status;customer
"Menu has changed but is not saved";"Меню изменено, но не сохранено";C;merchant;T;N
"Affiliate panel menu";"Меню панели управления партнера";C;merchant;T;N
"new window";"новом окне";C;merchant;T;N
"current window";"текущем окне";C;merchant;T;N
"Open in";"Открыть в";C;merchant;T;N
"ScreenTitleHelp";"Название этого экрана. Вы можете изменить название по умолчанию";C;merchant;T;N
"ScreenDescriptionHelp";"Описание экрана. Вы можете ввести собственное описание";C;merchant;T;N
"ScreenIconHelp";"Иконка экрана";C;merchant;T;N
"Show header";"Показывать заголовок";C;merchant;T;N
"ShowHeaderHelp";"Показывать этот заголовок с названием и описанием этого экрана";C;merchant;T;N
"Affiliate program name";"Название партнерской программы";C;merchant;T;N
"Edit payout option";"Редактировать способ выплат";C;merchant;T;N
"Edit page template";"Редактировать шаблон страницы";C;merchant;T;N
"After signup URL";"URL-адрес после регистрации";C;merchant;T;N
"Display custom page";"Показать пользовательскую страницу";C;merchant;T;N
"Affiliate program Terms & Conditions";"Условия и положения партнерской программы";C;merchant;T;N
"Edit template";"Редактировать шаблон";C;;T;N
"Available fields";"Доступные поля";B;merchant;T;N
"Reset to default format";"Вернуть формат по умолчанию";C;merchant;T;N
"Clear text";"Очистить текст";C;merchant;T;N
"Flash URL";"URL-адрес файла Flash";C;merchant;T;N
"Impression track (hidden code)";"Отслеживание показов (скрытый код)";C;merchant;T;N
"Image URL";"URL-адрес изображения";C;merchant;T;N
"Alternate text";"Дополнительный текст";C;merchant;T;N
"Title (first line)";"Название (первая строка)";C;merchant;T;N
"Text (second line)";"Текст (вторая строка)";C;merchant;T;N
"Unknown default format";"Неизвестный формат по умолчанию";C;merchant;T;N
"Description (second line)";"Описание (вторая строка)";C;merchant;T;N
"Alt text";"Дополнительный текст";C;merchant;T;N
"Flash wmode";"Параметр Flash - wmode";C;merchant;T;N
"Flash loop";"Повторение Flash";C;merchant;T;N
"Impression Tracking Code";"Код отслеживания показов";C;merchant;T;N
"Edit Banner or link";"Редактировать баннер или ссылку";C;merchant;T;N
"Select Banner or Link";"Выбрать баннер или ссылку";C;merchant;T;N
"TrackingSettingsDescription";"Настройте все, связанное с рефералами и продажами, например типы ссылок, отслеживание по IP-адресу, прямые ссылки";C;merchant;T;N
"URL to your p3p.xml file";"URL-адрес Вашего файла p3p.xml";C;merchant;T;N
"Compact P3P Policy";"Компактная спецификация P3P";C;merchant;T;N
"Delete cookie after lead / sale";"Удалить файл cookie после обработки лида/продажи";C;merchant;T;N
"Add currency";"Добавить валюту";C;;T;N
"0";"0";C;;N;N
"1";"1";C;;N;N
"2";"2";C;;N;N
"3";"3";C;;N;N
"4";"4";C;merchant;N;N
"Left";"Левый";C;merchant;T;N
"Right";"Правый";C;merchant;T;N
"System default currency";"Валюта системы по умолчанию";C;merchant;T;N
"Support multiple currencies";"Поддержка разных валют";C;;T;N
"Time format";"Формат времени";C;;T;N
"Emails";"Сообщения";B;merchant;T;N
"Sales / Leads";"Продажи / лиды";C;merchant;T;N
"Signups";"Регистрации";C;merchant;T;N
"On new affiliate signup";"После регистрации нового партнера";C;merchant;T;N
"Dont save";"Не сохранять";C;merchant;T;N
"Import";"Импорт";B;;T;N
"ImportDescription";"Импортировать данные из CSV-файла, хранящегося в Вашем компьютере или раннее экспортированного";C;;T;N
"Export";"Экспорт";B;;T;N
"ExportDescription";"Экспортировать данные в CSV-файл";C;;T;N
"ImportExportDescription";"Инструмент импорта и экспорта данных";C;merchant;T;N
"Critical errors";"Критичные ошибки";C;merchant;T;N
"Normal errors and above";"Обычные ошибки и выше";C;merchant;T;N
"Warnings and above";"Предупреждения и выше";C;merchant;T;N
"Information and above";"Информация и выше";C;merchant;T;N
"LogLevel";"Уровень лога";C;merchant;T;N
"Sets logging level for the system. It is recommended to have it on Information level";"Устанавливает уровень записи информации для системы. Рекомендуется установить на уровне Информация";C;merchant;T;N
"Add VAT to commissions";"Добавить НДС к комиссиям";C;merchant;T;N
"Deduct VAT from commissions";"Вычесть НДС из комиссий";C;merchant;T;N
"VAT handling";"Работа с НДС";C;merchant;T;N
"Default payout balance";"Сумма для выплаты по умолчанию";C;merchant;T;N
"Payment amount";"Сумма платежа";C;merchant;T;N
"Payout currency";"Валюта выплаты";C;merchant;T;N
"Prefix";"Префикс";C;merchant;T;N
"Separator";"Разделитель";C;merchant;T;N
"Suffix (extension)";"Суффикс (расширение)";C;merchant;T;N
"Save and Regenerate .htaccess code";"Сохранить и сгенерировать повторно код для файла .htaccess";C;merchant;T;N
"SEO Links configuration";"Конфигурация оптимизированных ссылок";C;merchant;T;N
"Fraud Protection";"Защита от мошенничества";C;merchant;T;N
"Continue Setup";"Продолжить установку";C;merchant;T;N
"Main site URL";"URL-адрес главного сайта";C;merchant;T;N
"Days";"Дни";C;merchant;T;N
"Hours";"Часы";C;merchant;T;N
"Minutes";"Минуты";C;merchant;T;N
"Track referrals by IP address";"Отслеживать рефералы по IP-адресу";C;merchant;T;N
"Save unreferred sale/lead";"Сохранять продажи / лиды без рефералов";C;merchant;T;N
"Link style";"Вид ссылок";C;merchant;T;N
"Analyze";"Анализ";C;merchant;T;N
"Optimize";"Оптимизация";C;merchant;T;N
"Repair";"Исправление";C;merchant;T;N
"DatabaseStatusDescription";"Обзор Вашей базы данных - Вы можете оперативно проверить размер таблиц, при необходимости оптимизировать их или исправить.";C;merchant;T;N
"Read more about clicks tracking in our knowledge base";"Вы можете прочитать подробнее про отслеживание кликов в нашей базе знаний";C;merchant;T;N
"Clicks tracking";"Отслеживание кликов";C;merchant;T;N
"Troubleshooter";"Устранение неисправностей";C;merchant;T;N
"Event log";"Журнал событий";C;merchant;T;N
"Read more about troubleshooting in our knowledge base";"Вы можете прочитать подробнее про поиск и устранение неисправностей в нашей базе знаний";C;merchant;T;N
"LogsListDescription";"Список событий, зарегистрированных партнерской системой.<br/>Он поможет Вам найти и исправить проблемы с отслеживанием, просто включите функцию ведения журнала ошибок и Вы увидите каждое действие системы.";C;merchant;T;N
"Info";"Информация";C;;T;N
"Warning";"Предупреждение";C;;T;N
"Error";"Ошибка";B;;T;N
"Critical";"Критическая";C;;T;N
"Send";"Отправить";C;;T;N
"* Specify E-Mail Addresses";"* Укажите адреса электронной почты";C;merchant;T;N
"Define another filter";"Установите другой фильтр";C;merchant;T;N
"E-Mail addresses";"Адреса электронной почты";C;merchant;T;N
"Select predefined filter";"Выберите предустановленный фильтр";C;merchant;T;N
"Label as paid payment";"Отметить как оплаченный платеж";C;merchant;T;N
"Label as paid";"Отметить как оплаченный";C;merchant;T;N
"PayAffiliatesDescription";"Список всех заработков партнеров, подлежащих оплате.<br/>Вы можете поставить галочку, чтобы отфильтровать только тех партнеров, которые достигли размера минимальной выплаты.";C;merchant;T;N
"Period from";"Период от";C;merchant;T;N
"Period to";"Период до";C;merchant;T;N
"No method";"Нет метода";C;merchant;T;N
"Add payout option";"Добавить способ выплат";C;merchant;T;N
"Are you sure you want to delete the selected payout option?";"Вы уверены, что хотите удалить выбранный способ выплат?";C;merchant;T;N
"add payout balance";"добавить минимальную сумму для выплаты";C;merchant;T;N
"remove payout balance";"удалить минимальную сумму для выплаты";C;merchant;T;N
"PayoutsByAffiliateDescription";"История всех выплат с разбивкой по партнерам";C;merchant;T;N
"PayoutsHistoryDescription";"История всех выплат партнерам.";C;merchant;T;N
"Payouts Overview";"Обзор выплат";C;merchant;T;N
"PayoutsOverviewDescription";"Обзор Ваших выплат - заработки партнеров, подлежащие выплате";C;merchant;T;N
"Apply";"Применить";C;;T;N
"Please select at least one data line";"Пожалуйста, выберите не менее одной строки данных";C;merchant;T;N
"You cannot have the same data for both data lines";"Вы не можете оставить одинаковые данные в обоих строках данных";C;merchant;T;N
"Are you sure to delete selected click(s)?";"Вы уверены, что хотите удалить выбранные клики?";C;merchant;T;N
"Delete older than";"Удалить старше, чем";C;;T;N
"Are you sure you want to delete selected clicks?";"Вы уверены, что хотите удалить выбранные клики?";C;merchant;T;N
"One week";"Одна неделя";C;;T;N
"Two weeks";"Две недели";C;;T;N
"One month";"Один месяц";C;;T;N
"Referrer url";"Ссылающийся URL-адрес";B;merchant;T;N
"Transaction details";"Подробности транзакции";C;merchant;T;N
"Tracking details";"Подробности отслеживания";C;merchant;T;N
"Transaction type";"Тип транзакции";C;merchant;T;N
"Compute commissions";"Вычислить комиссии";C;merchant;T;N
"You need to choose affiliate to compute automatic commissions!";"Вам нужно выбрать партнера для автоматического вычисления комиссий!";C;merchant;T;N
"You need to choose campaign to compute automatic commissions!";"Вам нужно выбрать кампанию для автоматического вычисления комиссий!";C;merchant;T;N
"You need to choose the transaction type to compute automatic commissions!";"Вам нужно выбрать тип транзакций для автоматического вычисления комиссий!";C;merchant;T;N
"Add transaction";"Добавить транзакцию";C;merchant;T;N
"Are you sure want to delete selected commission?";"Вы уверены, что хотите удалить выбранную комиссию?";C;;T;N
"Add commission";"Добавить комиссию";C;merchant;T;N
"Are you sure you want to change status of selected commission(s)?";"Вы уверены, что хотите изменить статус выбранных комиссий?";C;merchant;T;N
"Pay commissions";"Заплатить комиссии";C;merchant;T;N
"TransactionsListDescription";"Список всех комиссий (транзакций), зарегистрированных системой.<br/>Здесь зарегистрированы только транзакции с комиссией, а комиссии за клик (если Вы их используете) сгруппированы в одну запись.";C;merchant;T;N
"Transactions overview";"Обзор транзакций";C;merchant;T;N
"TransactionsOverviewDescription";"Обзор сгенерированных комиссий (транзакций)";C;merchant;T;N
"Signup";"Регистрация";B;;T;N
"Terms & conditions";"Условия и положения";B;;T;N
"Theme";"Тема";B;;T;N
"Gadgets";"Гаджеты";C;;T;N
"Wallpaper";"Обои";C;;T;N
"Proxy Server";"Прокси-сервер";C;;T;N
"Panel settings";"Дизайн";C;;T;N
"PanelSettingsDescription";"Настройки панели управления";C;;T;N
"Port number";"Номер порта";C;;T;N
"Proxy User";"Имя пользователя для прокси-сервера";C;;T;N
"Are you sure you want to select this theme? Restart of the application is needed after theme change";"Вы уверены, что хотите выбрать эту тему? После смены темы требуется перезапуск программы";C;;T;N
"Delete wallpaper";"Удалить обои";C;;T;N
"Are you sure you want to delete this wallpaper";"Вы уверены, что хотите удалить эти обои";C;;T;N
"Select background color";"Установить цвет фона";C;;T;N
"Centered";"По центру";C;;T;N
"Tiled";"Замостить";C;;T;N
"Stretched";"Растянуть";C;;T;N
"Position";"Положение";C;;T;N
"Double click to edit";"Для редактирования сделайте двойной клик";C;;T;N
"The following constant(s) are mandatory and have to be in the template:";"Следующие постоянные обязательны и должны присутствовать в шаблоне:";C;;T;N
"The following constant(s) are misspelled or are in template more than once:";"Следующие постоянные написаны с ошибкой или повторяются в шаблоне:";C;;T;N
"Add custom filter field";"Добавить пользовательское поле фильтра";C;;T;N
"Yesterday";"Вчера";B;;T;N
"Last 7 days";"Прошлые 7 дней";B;;T;N
"This week (mon-sun)";"Эта неделя (Пн.-Вс.)";C;;T;N
"Last week (mop-sun)";"Прошлая неделя (Пн.-Вс.)";C;;T;N
"Last working week (mon-fri)";"Прошлая рабочая неделя (Пн.-Пт.)";C;;T;N
"Last month";"Прошлый месяц";B;;T;N
"Last year";"Прошлый год";B;;T;N
"Last 30 days";"Последние 30 дней";C;;T;N
"Last 90 days";"Последние 90 дней";C;;T;N
"Select date preset";"Выберите предустановленную дату";C;;T;N
"Select custom date";"Выберите пользовательскую дату";C;;T;N
"Are you sure you want to delete selected filter preset?";"Вы уверены, что хотите удалить выбранный предустановленный фильтр?";C;;T;N
"Search";"Поиск";B;;T;N
"Clear filter";"Очистить фильтр";C;;T;N
"Save filter";"Сохранить фильтр";C;;T;N
"Delete filter";"Удалить фильтр";C;;T;N
"Show filter";"Показать фильтр";C;;T;N
"Hide filter";"Спрятать фильтр";C;;T;N
"advanced filter";"расширенный фильтр";C;;T;N
"advanced search";"расширенный поиск";C;;T;N
"has to be valid date";"должен быть действительной датой";C;;T;N
"has to be integer";"должен быть целым";C;;T;N
"has to be greater than %s and lower than %s";"должен быть больше %s и меньше %s";C;;T;N
"has to be number";"должен быть цифрой";C;;T;N
"DD";"DD";C;;N;N
"MM";"MM";C;;N;N
"YYYY";"YYYY";C;;N;N
"Change Flash SWF";"Изменить Flash SWF";C;;T;N
"Delete Flash SWF";"Удалить Flash SWF";C;;T;N
"FLASH not uploaded";"FLASH не закачан";C;;T;N
"Change image";"Изменить изображение";C;;T;N
"Delete image";"Удалить изображение";C;;T;N
"Upload";"Закачать";C;;T;N
"Retype password again";"Повторите пароль";C;;T;N
"Bold Ctrl+B";"Жирный Ctrl+B";C;;T;N
"Italic Ctrl+I";"Курсив Ctrl+I";C;;T;N
"Underline Ctrl+U";"Подчеркивание Ctrl+U";C;;T;N
"Subscript";"Субскрипт";C;;T;N
"Superscript";"Суперскрипт";C;;T;N
"Justify left Ctrl+L";"Выравнивать влево Ctrl+L";C;;T;N
"Justify center Ctrl+E";"Выравнивать по центру Ctrl+E";C;;T;N
"Justify right Ctrl+R";"Выравнивать вправо Ctrl+R";C;;T;N
"Select foreground color";"Выбрать цвет текста";C;;T;N
"Strike through";"Зачеркивание";C;;T;N
"Indent";"Сместить вправо";C;;T;N
"Outdent";"Сместить влево";C;;T;N
"Horizontal rule";"Горизонтальная линейка";C;;T;N
"Ordered list";"Упорядоченный список";C;;T;N
"Unorderedlist";"Маркированный список";C;;T;N
"Insert external image";"Вставить изображение с другого сайта";C;;T;N
"Enter an image URL:";"Введите  URL-адрес изображения:";C;;T;N
"Remove link";"Удалить ссылку";C;;T;N
"Remove formating";"Удалить форматирование";C;;T;N
"Change Font";"Изменить шрифт";C;;T;N
"Set style of selected text";"Укажите стиль выделенного текста";C;;T;N
"Title 1";"Название 1";C;;T;N
"Title 2";"Название 2";C;;T;N
"Title 3";"Название 3";C;;T;N
"Source code";"Исходный код";C;;T;N
"Path";"Путь";C;;T;N
"Change Font Size";"Изменить размер шрифта";C;;T;N
"XX-Small";"XX-Small";C;;N;N
"X-Small";"X-Small";C;;N;N
"Small";"Small";C;;N;N
"Medium";"Medium";C;;N;N
"Large";"Large";C;;N;N
"X-Large";"X-Large";C;;N;N
"XX-Large";"XX-Large";C;;N;N
"Gadget Url";"URL-адрес гаджета";C;;T;N
"Add gadget";"Добавить гаджет";C;;T;N
"AddGadgetDescription";"Гаджеты - маленькие приложения, которые работают на рабочем столе или боковой панели.<br/>Кроме наших гаджетов, Вы можете использовать большинство гаджетов из Netvibes или iGoogle.";C;;T;N
"Add Application Gadget";"Добавить гаджет приложения";C;;T;N
"Add Custom Gadget";"Добавить пользовательский гаджет";C;;T;N
"Edit gadget";"Редактировать гаджет";C;;T;N
"Gadget does ";"Гаджет ";C;;T;N
"10 min";"10 мин";C;;T;N
"20 min";"20 мин";C;;T;N
"30 min";"30 мин";C;;T;N
"45 min";"45 мин";C;;T;N
"1 hour";"1 час";C;;T;N
"Never";"Никогда";C;;T;N
"Hidden";"Скрытый";C;;T;N
"Desktop";"Рабочий стол";C;;T;N
"Sidebar";"Sidebar";C;;N;N
"Are you sure you want to delete selected gadget?";"Вы уверены, что хотите удалить выбранный гаджет?";C;;T;N
"Application Specific";"Относящиеся к приложениям";C;;T;N
"Essential";"Основные";C;;T;N
"All gadgets";"Все гаджеты";C;;T;N
"News";"Новости";B;;T;N
"Fun & Games";"Игры и развлечения";C;;T;N
"Sports";"Спорт";C;;T;N
"Lifestyle";"Стиль";C;;T;N
"Technology";"Технологии";C;;T;N
"Politics";"Политика";C;;T;N
"Add Gadget / Feed";"Добавить гаджет / ленту";C;;T;N
"Save modified rows";"Сохранить измененные строки";C;;T;N
"Edit view";"Изменить вид";C;;T;N
"Export to csv";"Экспортировать в csv-файл";C;;T;N
"of";"из";B;;T;N
"First page";"Первая страница";C;;T;N
"Previous page";"Предыдущая страница";C;;T;N
"Next page";"Далее";C;;T;N
"Last page";"Последняя страница";C;;T;N
"Save as new view";"Сохранить как новый вид";C;;T;N
"Delete view";"Удалить вид";C;;T;N
"View Name";"Название вида";C;;T;N
"Records Per Page";"Записей на странице";C;;T;N
"Help";"Справка";C;;T;N
"HelpDescription";"Описание справки";C;;T;N
"Download";"Скачать";C;;T;N
"Comma";"Запятая";C;;T;N
"Semicolon";"Точка с запятой";C;;T;N
"Tab";"Разделитель табуляции";C;;T;N
"CSV delimiter";"Разделитель CSV-файла";C;;T;N
"You have not selected export data";"Вы не выбрали данные для экспорта";C;;T;N
"Server";"Сервер";C;;T;N
"My computer";"Мой компьютер";C;;T;N
"The source of import file";"Исходник файла импорта";C;;T;N
"Are you sure you want to delete all old records in selected module(s)?";"Вы уверены, что хотите удалить все старые записи в выбранных модулях?";C;;T;N
"Minimize";"Свернуть";C;;T;N
"Show list";"Показать список";C;;T;N
"Undock";"Отменить фиксацию";C;;T;N
"Remember me on this computer";"Запомнить меня на этом компьютере";C;;T;N
"I forgot password";"Я забыл пароль";C;;T;N
"Enter code from picture";"Введите код с изображения";C;;T;N
"Back to login";"Вернуться к входу";C;;T;N
"Delete all events";"Удалить все события";C;;T;N
"Are you sure to delete all events?";"Вы уверены, что хотите удалить все события?";C;;T;N
"Delete debug events";"Удалить события отладки";C;;T;N
"Are you sure to delete debug events?";"Вы уверены, что хотите удалить события отладки?";C;;T;N
"Attached files";"Вложенные файлы";C;;T;N
"Edit email template";"Редактировать шаблон сообщения";C;;T;N
"Edit selected template";"Редактировать выбранный шаблон";C;;T;N
"Select Template";"Выберите шаблон";C;;T;N
"MailOutboxDescription";"Здесь видны все электронные сообщения, отправленные системой, а также их статус (успешная отправка или ошибка).";C;;T;N
"Sending";"Отправка";C;;T;N
"Sent";"Отправлено";C;;T;N
"Restart sending";"Начать отправку заново";C;;T;N
"Do you want to delete selected mails?";"Вы хотите удалить выбранные письма?";C;;T;N
"Delete selected";"Удалить выделенные";C;;T;N
"Restart selected";"Начать заново выбранные";C;;T;N
"Send pending mails";"Отправить неотправленные сообщения";C;;T;N
"Send by mail() function";"Отправить с использованием функции mail()";C;;T;N
"Send by SMTP";"Отправить с использованием SMTP";C;;T;N
"SMTP User name";"SMTP имя пользователя";C;;T;N
"SMTP Password";"SMTP пароль";C;;T;N
"SMTP TLS/SSL";"SMTP TLS/SSL";C;;N;N
"Send test message to email";"Отправить тестовое сообщение на email";C;;T;N
"Save & Send Test Message";"Сохранить и отправить тестовое сообщение";C;;T;N
"Logout";"Выход";B;;T;N
"TextDirection(rtl or ltr)";"Направление текста (справа налево или слева направо)";C;;T;N
"Show desktop";"Показать рабочий стол";C;;T;N
"Show desktop icon can't be removed.";"Иконка Показать рабочий стол не может быть удалена.";C;;T;N
"Are you sure you want to remove selected item from QuickLaunch?";"Вы уверены, что хотите удалить выбранный пункт из Панели быстрого запуска?";C;;T;N
"(s)";"(s)";C;;N;N
"Online users description";"Описание онлайн-пользователей";C;;T;N
"Click to open sidebar";"Нажмите, чтобы открыть боковую панель";C;;T;N
"Show in fron of windows";"Показать перед окнами";C;;T;N
"Show behind windows";"Показать за окнами";C;;T;N
"Hide sidebar";"Спрятать боковую панель";C;;T;N
"Content";"Контент";B;;T;N
"Are you sure you want to remove selected item?";"Вы уверены, что хотите удалить выбранный пункт?";C;;T;N
"Edit user profile";"Редактировать профиль пользователя";C;;T;N
"Sunday";"Воскресенье";B;;T;N
"Monday";"Понедельник";B;;T;N
"Tuesday";"Вторник";B;;T;N
"Wednesday";"Среда";B;;T;N
"Thursday";"Четверг";B;;T;N
"Friday";"Пятница";B;;T;N
"Saturday";"Суббота";B;;T;N
"January";"Январь";C;;T;N
"February";"Февраль";C;;T;N
"March";"Март";C;;T;N
"April";"Апрель";C;;T;N
"May";"Май";C;;T;N
"June";"Июнь";C;;T;N
"July";"Июль";C;;T;N
"August";"Август";C;;T;N
"September";"Сентябрь";C;;T;N
"October";"Октябрь";C;;T;N
"November";"Ноябрь";C;;T;N
"December";"Декабрь";C;;T;N
"Confirmation required";"Требуется подтверждение";C;;T;N
"Mandatory";"Обязательно";C;;T;N
"Optional";"Необязательно";C;;T;N
"Number";"Номер";B;;T;N
"Checkbox";"Галочка";C;;T;N
"ListBox";"Знак списка";C;;T;N
"List of countries";"Список стран";C;;T;N
"Add field";"Добавить поле";C;;T;N
"Are you sure you want to delete selected field(s)?";"Вы уверены, что хотите удалить выбранные поля?";C;;T;N
"Information";"Информация";C;;T;N
"read more";"читать далее";C;;T;N
"Previous";"Предыдущий";C;;T;N
"Start";"Пуск";C;;T;N
"Maximize";"Развернуть";C;;T;N
"%s - Affiliate";"%s - Партнер";S;affiliate;T;N
"Language translations";"Переводы";B;;T;N
"Date added";"Дата добавления";S;affiliate;T;N
"SCR";"SCR";S;merchant;N;N
"none active !";"нет активных !";S;;T;N
"file not exist";"Файл не существует";B;;T;N
"Language code";"Код языка";S;;T;N
"English name";"Название по-английски";B;;T;N
"Translated";"Переведено";B;;T;N
"Is default";"По умолчанию";S;;T;N
"Is active";"Активен";S;;T;N
"For date range";"Для диапазона дат";S;affiliate;T;N
"If you choose channel, the banner code will have channel tracking code included, and also statistics will be displayed for this channel";"Если Вы выберете канал, в код баннера будет добавлен код отслеживания и, кроме того, будет показана статистика для этого канала";S;affiliate;T;N
"Campaign: ";"кампания: ";B;;T;N
"Banner stats";"Статистика баннеров";S;affiliate;T;N
"Impressions:";"Показы:";S;;T;N
"Clicks:";"Клики:";S;;T;N
"CTR:";"CTR:";S;affiliate;N;N
"Sales:";"Продажи:";S;affiliate;T;N
"Commissions:";"Комиссии: ";S;affiliate;T;N
"SCR (sales / clicks):";"SCR (продажи / клики):";S;affiliate;T;N
"affiliates in your program.";"партнера (-ов) в партнерской программе.";S;merchant;T;N
"ClicksTrackingDescription";"Отслеживание кликов - это определение, кто из партнеров направил посетителя, который пришел с определенного URL-адреса или кликнул на баннер.";B;merchant;T;N
"Exported files";"Экспортированные файлы";B;;T;N
"Upload custom language";"Импортировать пользовательский язык";S;;T;N
"Advanced options ";"Расширенные параметры ";C;affiliate;T;N
"Hide";"Скрыть";C;;T;N
"Get";"Получить";C;affiliate;T;N
"Download PDF";"Скачать PDF-файл";C;affiliate;T;N
"banner code";"код баннера";C;affiliate;T;N
"Show normal link version";"Показывать стандартный вариант ссылки";C;affiliate;T;N
"Show DirectLink version";"Показывать прямые ссылки";C;affiliate;T;N
"Show HTML version";"Показывать HTML версию";C;affiliate;T;N
"Show XHTML version";"Показывать XHTML версию";C;affiliate;T;N
"for channel: ";"для канала: ";C;affiliate;T;N
"Show PDF preview";"Показать предварительный просмотр  PDF-файла";C;merchant;T;N
"Export files";"Экспортировать файлы";C;;T;N
"ExportFilesDescription";"Список экспортированных файлов. Нажмите кнопку обновить, если не видите в списке файла, который только что экспортировали.";C;;T;N
"Languages";"Языки";B;;T;N
"Debugging settings";"Настройки режима отладки";C;merchant;T;N
"Are you sure you want to delete selected file(s)?";"Вы уверены, что хотите удалить выбранные файлы?";C;;T;N
"Import language";"Импортировать язык";C;;T;N
"Import new language into your account";"Импортировать новый язык в свою учетную запись";C;;T;N
"File(s) %s was successfully deleted";"Файл(ы) %s были успешно удалены";S;;T;N
"Could not delete %s file(s)";"Не удалось удалить файл(ы) %s";S;;T;N
"Plugin was successfuly activated";"Плагин успешно активирован";S;;T;N
"Plugin was successfuly deactivated";"Плагин успешно деактивирован";S;;T;N
"General";"Общий";B;merchant;T;N
"Drop modules";"Отключить модули";S;merchant;T;N
"Logo";"Логотип";C;merchant;T;N
"Are you sure you want to deactivate this plugin?";"Вы уверены, что хотите деактивировать этот плагин?";C;;T;N
"Are you sure you want to activate this plugin?";"Вы уверены, что хотите активировать этот плагин?";C;;T;N
"Activate";"Активировать";C;;T;N
"Deactivate";"Деактивировать";C;;T;N
"Plugins";"Плагины";C;;T;N
"PluginsDescription";"Плагины и модули которые могут улучшать или изменять работу системы, или добавлять новые функции";C;;T;N
"Path to server file";"Путь к файлу на сервере";C;;T;N
"You have not selected file";"Вы не выбрали файл";C;;T;N
"Author";"Автор";B;;T;N
"Version";"версия";B;;T;N
"Language metadata not defined %s";"Метаданные языка не указаны %s";S;;T;N
"Imported";"Импортированные";S;;T;N
"N/A or Undefined";"Нет данных или не определено";C;merchant;T;N
"Author: ";"Автор: ";C;;T;N
"Include payout options in signup form";"Включить способы выплат в форму регистрации";C;merchant;T;N
"Force choosing payout option";"Требовать выбора способа выплат";C;merchant;T;N
"Failed to set default language with error: %s";"Не удалось загрузить язык по умолчанию, ошибка: %s";S;;T;N
"Language %s set as default.";"Язык %s установлен языком по умолчанию.";S;;T;N
"Source message can't be empty in file %s";"Исходное сообщение не может быть пустым в файле %s";S;;T;N
"Clean Install";"Установить заново";S;;T;N
"Check if you want to display payout options in your signup form";"Поставьте отметку, если Вы хотите показывать способы выплат в форме регистрации";S;merchant;T;N
"Signup form template";"Шаблон формы регистрации";S;merchant;T;N
"Active theme";"Активная тема";S;merchant;T;N
"Other available themes";"Другие темы";S;merchant;T;N
"You can choose from the themes below. Click on <strong>Select this theme</strong> to set it as a new default theme.";"Вы можете выбрать любую тему. Кликните на <strong>Выбрать эту тему</strong>, чтобы сделать ее новой темой по умолчанию.";S;merchant;T;N
"All (allow user to choose)";"Все (позволить пользователю выбирать самому)";C;merchant;T;N
"Default payout option";"Способ выплат по умолчанию";C;merchant;T;N
"Display payout option(s)";"Показывать способы выплат";C;merchant;T;N
"If checked, user has to fill the payout option fields";"Если есть отметка, пользователь должен заполнить поля способа выплат";C;merchant;T;N
"Enter the text of yout terms & conditions";"Введите текст Ваших Условий и положений";C;merchant;T;N
"Force acceptance of T & C";"Сделать принятие Условий и положений обязательным";C;merchant;T;N
"If checked, affiliate will have to check that he agrees with Terms & conditions of your affiliate program";"Если есть отметка, партнер должен поставить галочку, что он согласен с Условиями и положениями Вашей партнерской программы";C;merchant;T;N
"OverwriteCookiesDesc";"Когда посетитель кликает на баннер партнера, информация об этом сохраняется в файл cookie. Если посетитель позже кликает на баннер другого партнера, система может перезаписывать предыдущий файл cookie или не делать этого.
Если файл cookie перезаписывается, тогда комиссию получает тот партнер, по чьей ссылке кликнул покупатель в последний раз. 
Если файл cookie не перезаписывается, первоначальный партнер получает комиссию, последующие клики не регистрируются системой.";C;merchant;T;N
"DeleteCookiesDesc";"Если выбрана эта опция, система удаляет файл cookie после продажи/обработки лида. Это значит, что партнер не получит комиссию за последующие покупки этого посетителя.
По умолчанию, файл cookie не удаляется и партнер получает комиссию за все последующие заказы посетителя, которого он направил.";C;merchant;T;N
"Enter URL of your normal website. It will be used to display general affiliate link in affiliate pannel.";"Введите URL-адрес Вашего сайта. Он будет исползован для показа общей партнерской ссылки в панели управления партнера.";C;merchant;T;N
"TrackByIpDesc";"Отслеживать рефералы по IP-адресу, если не найдено файла cookie. Система проверит последний клик с того же самого IP-адреса, с которого произведена покупка (за указанный промежуток времени) и создаст комиссию для партнера, который направил посетителя.";C;merchant;T;N
"Affiliate for not referred commission";"Партнер для комиссий без реферала";C;merchant;T;N
"SaveUnreferredSaleDesc";" Если нет партнера, который способствовал продаже/лиду, записать комиссию на ""default"" affiliate chosen below.
This can be used to track all the sales, not only those referred by affiliates.";C;merchant;T;N
"Support DirectLink linking";"Поддержка прямых ссылок";C;merchant;T;N
"Could not validate license. Reason: %s";"Не удалось подтвердить действительность лицензии. Причина: %s";S;;T;N
"License ID";"ID лицензии";C;;T;N
"Operation";"Операция";S;merchant;T;N
"Tracking options saved";"Настройки отслеживания сохранены";S;merchant;T;N
"Source message";"Исходное сообщение";B;;T;N
"Translation";"Перевод";B;;T;N
"Module";"Модуль";S;;T;N
"Additional data";"Дополнительные данные";S;affiliate;T;N
"Banner name: ";"Название баннера: ";S;affiliate;T;N
"or";"или";S;;T;N
"Currently online:";"Сейчас на сайте:";S;merchant;T;N
"Language metadata";"Метаданные языка";B;;T;N
